Image Number,Center X,Center Y,StdDev Horizontal,Std Dev Vertical
0
59,92.40180167262108,218.5228007112601,0.9937280337150407,4.519603519601824
60,95.53988316185166,213.94547591314804,1.120303525023466,5.296034916148595
61,95.33222087950888,215.5241145255856,1.1080389271434514,5.249229597743324
62,177.7866315138997,225.48334543832215,1.210105165576976,7.085880466623583
63,178.2176977372687,225.76065087597445,1.2756265672756038,7.002510867255217
64,178.05929091370285,227.57557141729254,1.232576692361491,7.462761648630135
65,261.70086302253935,187.7655263510957,3.9515122758252583,42.43467520158651
66,263.12260735580236,208.6888275933953,3.996672369259087,3.8323992242499187
67,263.2208458621908,207.81872361983278,4.431842546811981,4.012811725696324
73,273.4831703233573,203.64459660353015,7.04945617162013,7.94901069703423
74,271.2155253245718,204.14174444517488,10.059234197590264,8.626898083569905
75,270.6956495432092,203.85454956730555,10.453160716022577,8.947454341776009
77,351.28674760518,204.59842941618587,6.045106258240715,4.408743803212035
78,351.93164737416873,203.26383152358028,6.757744778249452,3.4138998666946025
79,351.51705628039196,203.5492416308136,6.8762860015843,3.019482596125626
80,311.2178434180232,200.07884191406953,6.239505058348041,10.443938868310928
81,309.71370799855777,199.8072317333757,6.786112432854393,5.546655412414925
82,311.0912672829532,199.1202501566774,6.892343194786746,5.054703376541651
83,311.1638007195464,199.2269266475195,7.010045021779638,4.7578939104794555
84,133.75464340980213,254.13636759573657,8.146329287770167,7.486978617668115
85,130.07925989869238,255.3884605599854,5.394441049750279,6.865075965282645
86,-1862.59626249928,334.3684953293714,69.83415840983615,7.778585552031296
87,133.1153402576499,255.91919532863974,9.154274837187296,7.230481756947688
88,178.1394923398419,266.26056909657956,8.994577205946635,17.433930784718502
89,173.2640669882513,254.1151712130521,6.879373651171615,4.473541142127963
90,173.06730489785622,253.35998670096905,7.047271185711796,4.487341063107732
91,178.66441756845657,256.9703535284005,8.855889323559209,4.602554026194267
92,213.7890816038331,254.6249053619213,6.707076930736432,3.4712358181628
93,213.76750617012235,259.9976126380633,6.518799611232329,13.318475313781573
94,213.19550921389768,260.88100764262117,6.766022500672822,13.09481134670946
95,215.7691494277275,256.0321075659609,11.50061919709342,2.706589746451831
96,256.7694241536286,253.44332189577563,6.865986829223564,3.232990348543302
97,256.7546616408433,253.26219230645253,6.828380413657813,3.510841819441793
98,256.8442650233618,253.14460283696363,6.821267955887984,3.254494004204524
99,256.9799728864509,253.50866793284385,6.8533044126794715,3.166075950840959
